,year,month,uf_acronym,type,number_of_consumers,consumption
8851,2013,4,RS,captive,,1910772.0
8852,2013,4,MS,captive,,380495.0
8853,2013,4,MT,captive,,498522.0
8854,2013,4,GO,captive,,874321.0
8855,2013,4,DF,captive,,490406.0
8856,2013,5,RO,captive,,235565.0
8857,2013,5,AC,captive,,68385.57
8858,2013,5,AM,captive,,484281.0
8859,2013,5,RR,captive,,55980.0
8860,2013,5,PA,captive,,551689.0
8861,2013,5,AP,captive,,74187.0
8862,2013,5,TO,captive,,144315.0
8863,2013,5,MA,captive,,412602.0
8864,2013,5,PI,captive,,218486.0
8865,2013,5,CE,captive,,781332.0
8866,2013,5,RN,captive,,371389.0
8867,2013,5,PB,captive,,345182.0
8868,2013,5,PE,captive,,920129.0
8869,2013,5,AL,captive,,377078.0
8870,2013,5,SE,captive,,214845.0
8871,2013,5,BA,captive,,1712834.0
8872,2013,5,MG,captive,,2309744.0
8873,2013,5,ES,captive,,531873.0
8874,2013,5,RJ,captive,,2535104.0
8875,2013,5,SP,captive,,7850801.0
8876,2013,5,PR,captive,,1936058.0
8877,2013,5,SC,captive,,1380625.0
8878,2013,5,RS,captive,,1920551.0
8879,2013,5,MS,captive,,351988.0
8880,2013,5,MT,captive,,490708.0
8881,2013,5,GO,captive,,924157.0
8882,2013,5,DF,captive,,491459.0
8883,2013,6,RO,captive,,225199.0
8884,2013,6,AC,captive,,69942.01
8885,2013,6,AM,captive,,493425.0
8886,2013,6,RR,captive,,55092.0
8887,2013,6,PA,captive,,562799.0
8888,2013,6,AP,captive,,81035.0
8889,2013,6,TO,captive,,149024.0
8890,2013,6,MA,captive,,427177.0
8891,2013,6,PI,captive,,228967.0
8892,2013,6,CE,captive,,777447.0
8893,2013,6,RN,captive,,356441.0
8894,2013,6,PB,captive,,324167.0
8895,2013,6,PE,captive,,859000.0
8896,2013,6,AL,captive,,374408.0
8897,2013,6,SE,captive,,206137.0
8898,2013,6,BA,captive,,1566027.0
8899,2013,6,MG,captive,,2280760.0
8900,2013,6,ES,captive,,517768.0
8901,2013,6,RJ,captive,,2486129.0
8902,2013,6,SP,captive,,7739266.0
8903,2013,6,PR,captive,,1920618.0
8904,2013,6,SC,captive,,1354212.0
8905,2013,6,RS,captive,,1833120.0
8906,2013,6,MS,captive,,336371.0
8907,2013,6,MT,captive,,498035.0
8908,2013,6,GO,captive,,922479.0
8909,2013,6,DF,captive,,467808.0
8910,2013,7,RO,captive,,245280.0
8911,2013,7,AC,captive,,69400.03
8912,2013,7,AM,captive,,517886.0
8913,2013,7,RR,captive,,56512.0
8914,2013,7,PA,captive,,579143.0
8915,2013,7,AP,captive,,75890.0
8916,2013,7,TO,captive,,154952.0
8917,2013,7,MA,captive,,438697.0
8918,2013,7,PI,captive,,234167.0
8919,2013,7,CE,captive,,720404.0
8920,2013,7,RN,captive,,338776.0
8921,2013,7,PB,captive,,331784.0
8922,2013,7,PE,captive,,861392.0
8923,2013,7,AL,captive,,364766.0
8924,2013,7,SE,captive,,203762.0
8925,2013,7,BA,captive,,1730705.0
8926,2013,7,MG,captive,,2197175.0
8927,2013,7,ES,captive,,493883.0
8928,2013,7,RJ,captive,,2441000.0
8929,2013,7,SP,captive,,7623507.0
8930,2013,7,PR,captive,,1902656.0
8931,2013,7,SC,captive,,1378832.0
8932,2013,7,RS,captive,,1856097.0
8933,2013,7,MS,captive,,332312.0
8934,2013,7,MT,captive,,529264.0
8935,2013,7,GO,captive,,928345.0
8936,2013,7,DF,captive,,498667.0
8937,2013,8,RO,captive,,226219.0
8938,2013,8,AC,captive,,68797.26
8939,2013,8,AM,captive,,520991.0
8940,2013,8,RR,captive,,55793.0
8941,2013,8,PA,captive,,586631.0
8942,2013,8,AP,captive,,79451.0
8943,2013,8,TO,captive,,156963.0
8944,2013,8,MA,captive,,452769.0
8945,2013,8,PI,captive,,240072.0
8946,2013,8,CE,captive,,775607.0
8947,2013,8,RN,captive,,366265.0
8948,2013,8,PB,captive,,328220.0
8949,2013,8,PE,captive,,873716.0
8950,2013,8,AL,captive,,363174.0
8951,2013,8,SE,captive,,201678.0
8952,2013,8,BA,captive,,1656068.0
8953,2013,8,MG,captive,,2376161.0
8954,2013,8,ES,captive,,554967.0
8955,2013,8,RJ,captive,,2422686.0
8956,2013,8,SP,captive,,7675030.0
8957,2013,8,PR,captive,,1978428.0
8958,2013,8,SC,captive,,1381619.0
8959,2013,8,RS,captive,,1987530.0
8960,2013,8,MS,captive,,341384.0
8961,2013,8,MT,captive,,527132.0
8962,2013,8,GO,captive,,990773.0
8963,2013,8,DF,captive,,505640.0
8964,2013,9,RO,captive,,252140.0
8965,2013,9,AC,captive,,69946.16
8966,2013,9,AM,captive,,519050.0
8967,2013,9,RR,captive,,58188.0
8968,2013,9,PA,captive,,581693.0
8969,2013,9,AP,captive,,86031.0
8970,2013,9,TO,captive,,161856.0
8971,2013,9,MA,captive,,445151.0
8972,2013,9,PI,captive,,251977.0
8973,2013,9,CE,captive,,823688.0
8974,2013,9,RN,captive,,360144.0
8975,2013,9,PB,captive,,326568.0
8976,2013,9,PE,captive,,889012.0
8977,2013,9,AL,captive,,345451.0
8978,2013,9,SE,captive,,203109.0
8979,2013,9,BA,captive,,1647806.0
8980,2013,9,MG,captive,,2395867.0
8981,2013,9,ES,captive,,510996.0
8982,2013,9,RJ,captive,,2431730.0
8983,2013,9,SP,captive,,7974463.0
8984,2013,9,PR,captive,,1969809.0
8985,2013,9,SC,captive,,1302468.0
8986,2013,9,RS,captive,,1881941.0
8987,2013,9,MS,captive,,346642.0
8988,2013,9,MT,captive,,522912.0
8989,2013,9,GO,captive,,983716.0
8990,2013,9,DF,captive,,505232.0
8991,2013,10,RO,captive,,258835.0
8992,2013,10,AC,captive,,76638.38
8993,2013,10,AM,captive,,549053.0
8994,2013,10,RR,captive,,66509.0
8995,2013,10,PA,captive,,620029.0
8996,2013,10,AP,captive,,88357.0
8997,2013,10,TO,captive,,169089.0
8998,2013,10,MA,captive,,494064.0
8999,2013,10,PI,captive,,261102.0
9000,2013,10,CE,captive,,843820.0
9001,2013,10,RN,captive,,383704.0
9002,2013,10,PB,captive,,337717.0
9003,2013,10,PE,captive,,936040.0
9004,2013,10,AL,captive,,378814.0
9005,2013,10,SE,captive,,209367.0
9006,2013,10,BA,captive,,1772555.0
9007,2013,10,MG,captive,,2340532.0
9008,2013,10,ES,captive,,529921.0
9009,2013,10,RJ,captive,,2633506.0
9010,2013,10,SP,captive,,8125241.0
9011,2013,10,PR,captive,,1957884.0
9012,2013,10,SC,captive,,1395753.0
9013,2013,10,RS,captive,,1863333.0
9014,2013,10,MS,captive,,357627.0
9015,2013,10,MT,captive,,564193.0
9016,2013,10,GO,captive,,974475.0
9017,2013,10,DF,captive,,499635.0
9018,2013,11,RO,captive,,246182.0
9019,2013,11,AC,captive,,72906.54
9020,2013,11,AM,captive,,532085.0
9021,2013,11,RR,captive,,62393.0
9022,2013,11,PA,captive,,606065.0
9023,2013,11,AP,captive,,92480.0
9024,2013,11,TO,captive,,154805.0
9025,2013,11,MA,captive,,471352.0
9026,2013,11,PI,captive,,249957.0
9027,2013,11,CE,captive,,860002.0
9028,2013,11,RN,captive,,385034.0
9029,2013,11,PB,captive,,342456.0
9030,2013,11,PE,captive,,948678.0
9031,2013,11,AL,captive,,371401.0
9032,2013,11,SE,captive,,211238.0
9033,2013,11,BA,captive,,1744256.0
9034,2013,11,MG,captive,,2455806.0
9035,2013,11,ES,captive,,552764.0
9036,2013,11,RJ,captive,,2645992.0
9037,2013,11,SP,captive,,8266657.0
9038,2013,11,PR,captive,,2008253.0
9039,2013,11,SC,captive,,1436958.0
9040,2013,11,RS,captive,,1932455.0
9041,2013,11,MS,captive,,385417.0
9042,2013,11,MT,captive,,546226.0
9043,2013,11,GO,captive,,985852.0
9044,2013,11,DF,captive,,522244.0
9045,2013,12,RO,captive,,276097.0
9046,2013,12,AC,captive,,71973.24
9047,2013,12,AM,captive,,505958.0
9048,2013,12,RR,captive,,62667.0
9049,2013,12,PA,captive,,661171.0
9050,2013,12,AP,captive,,86665.0
9051,2013,12,TO,captive,,147395.0
9052,2013,12,MA,captive,,446782.0
9053,2013,12,PI,captive,,250770.0
9054,2013,12,CE,captive,,808386.0
9055,2013,12,RN,captive,,390800.0
9056,2013,12,PB,captive,,348209.0
9057,2013,12,PE,captive,,952492.0
9058,2013,12,AL,captive,,427237.0
9059,2013,12,SE,captive,,219545.0
9060,2013,12,BA,captive,,1701170.0
9061,2013,12,MG,captive,,2314078.0
9062,2013,12,ES,captive,,554901.0
9063,2013,12,RJ,captive,,2763123.0
9064,2013,12,SP,captive,,8243145.0
9065,2013,12,PR,captive,,2044019.0
9066,2013,12,SC,captive,,1419913.0
9067,2013,12,RS,captive,,2046048.0
9068,2013,12,MS,captive,,412493.0
9069,2013,12,MT,captive,,529606.0
9070,2013,12,GO,captive,,913923.0
9071,2013,12,DF,captive,,520236.0
9072,2014,1,RO,captive,,240905.0
9073,2014,1,AC,captive,,73300.0
9074,2014,1,AM,captive,,501549.0
9075,2014,1,RR,captive,,64086.0
9076,2014,1,PA,captive,,572642.0
9077,2014,1,AP,captive,,86182.0
9078,2014,1,TO,captive,,136642.0
9079,2014,1,MA,captive,,449816.0
9080,2014,1,PI,captive,,242178.0
9081,2014,1,CE,captive,,819974.0
9082,2014,1,RN,captive,,387334.0
9083,2014,1,PB,captive,,383442.0
9084,2014,1,PE,captive,,972149.0
9085,2014,1,AL,captive,,427554.0
9086,2014,1,SE,captive,,240082.0
9087,2014,1,BA,captive,,1807316.0
9088,2014,1,MG,captive,,2370869.0
9089,2014,1,ES,captive,,558514.0
9090,2014,1,RJ,captive,,3071800.0
9091,2014,1,SP,captive,,8205755.0
9092,2014,1,PR,captive,,2019007.0
9093,2014,1,SC,captive,,1570632.0
9094,2014,1,RS,captive,,2385003.0
9095,2014,1,MS,captive,,402666.0
9096,2014,1,MT,captive,,463598.0
9097,2014,1,GO,captive,,923871.0
9098,2014,1,DF,captive,,547409.0
9099,2014,2,RO,captive,,227210.0
9100,2014,2,AC,captive,,71640.0
9101,2014,2,AM,captive,,479463.0
9102,2014,2,RR,captive,,60271.0
9103,2014,2,PA,captive,,596470.0
9104,2014,2,AP,captive,,74887.0
9105,2014,2,TO,captive,,131415.0
9106,2014,2,MA,captive,,428041.0
9107,2014,2,PI,captive,,230517.0
9108,2014,2,CE,captive,,841282.0
9109,2014,2,RN,captive,,377424.0
9110,2014,2,PB,captive,,384531.0
9111,2014,2,PE,captive,,917996.0
9112,2014,2,AL,captive,,386088.0
9113,2014,2,SE,captive,,246127.0
9114,2014,2,BA,captive,,1737664.0
9115,2014,2,MG,captive,,2531295.0
9116,2014,2,ES,captive,,622679.0
9117,2014,2,RJ,captive,,3312440.0
9118,2014,2,SP,captive,,8784265.0
9119,2014,2,PR,captive,,2284750.0
9120,2014,2,SC,captive,,1761232.0
9121,2014,2,RS,captive,,2608262.0
9122,2014,2,MS,captive,,409531.0
9123,2014,2,MT,captive,,489053.0
9124,2014,2,GO,captive,,967454.0
9125,2014,2,DF,captive,,503542.0
9126,2014,3,RO,captive,,236761.0
9127,2014,3,AC,captive,,69069.0
9128,2014,3,AM,captive,,495404.0
9129,2014,3,RR,captive,,64594.0
9130,2014,3,PA,captive,,603744.0
9131,2014,3,AP,captive,,73891.0
9132,2014,3,TO,captive,,141136.0
9133,2014,3,MA,captive,,428406.0
9134,2014,3,PI,captive,,232456.0
9135,2014,3,CE,captive,,818463.0
9136,2014,3,RN,captive,,392292.0
9137,2014,3,PB,captive,,379535.0
9138,2014,3,PE,captive,,974896.0
9139,2014,3,AL,captive,,404985.0
9140,2014,3,SE,captive,,236100.0
9141,2014,3,BA,captive,,1832891.0
9142,2014,3,MG,captive,,2354180.0
9143,2014,3,ES,captive,,605472.0
9144,2014,3,RJ,captive,,3172615.0
9145,2014,3,SP,captive,,8353665.0
9146,2014,3,PR,captive,,2092423.0
9147,2014,3,SC,captive,,1569361.0
9148,2014,3,RS,captive,,2238889.0
9149,2014,3,MS,captive,,398688.0
9150,2014,3,MT,captive,,524406.0
9151,2014,3,GO,captive,,878432.0
9152,2014,3,DF,captive,,495804.0
9153,2014,4,RO,captive,,245299.0
9154,2014,4,AC,captive,,70450.0
9155,2014,4,AM,captive,,498706.0
9156,2014,4,RR,captive,,65175.0
9157,2014,4,PA,captive,,590202.0
9158,2014,4,AP,captive,,81156.0
9159,2014,4,TO,captive,,145567.0
9160,2014,4,MA,captive,,430356.0
9161,2014,4,PI,captive,,225769.0
9162,2014,4,CE,captive,,785280.0
9163,2014,4,RN,captive,,380632.0
9164,2014,4,PB,captive,,371102.0
9165,2014,4,PE,captive,,961447.0
9166,2014,4,AL,captive,,401099.0
9167,2014,4,SE,captive,,232298.0
9168,2014,4,BA,captive,,1819431.0
9169,2014,4,MG,captive,,2355609.0
9170,2014,4,ES,captive,,577898.0
9171,2014,4,RJ,captive,,2809103.0
9172,2014,4,SP,captive,,8137317.0
9173,2014,4,PR,captive,,2095358.0
9174,2014,4,SC,captive,,1464572.0
9175,2014,4,RS,captive,,2051807.0
9176,2014,4,MS,captive,,399665.0
9177,2014,4,MT,captive,,541652.0
9178,2014,4,GO,captive,,974731.0
9179,2014,4,DF,captive,,496667.0
9180,2014,5,RO,captive,,242120.0
9181,2014,5,AC,captive,,72053.0
9182,2014,5,AM,captive,,529186.0
9183,2014,5,RR,captive,,67546.0
9184,2014,5,PA,captive,,636192.0
9185,2014,5,AP,captive,,79404.0
9186,2014,5,TO,captive,,158038.0
9187,2014,5,MA,captive,,439391.0
9188,2014,5,PI,captive,,238421.0
9189,2014,5,CE,captive,,840877.0
9190,2014,5,RN,captive,,390229.0
9191,2014,5,PB,captive,,376764.0
9192,2014,5,PE,captive,,964365.0
9193,2014,5,AL,captive,,392771.0
9194,2014,5,SE,captive,,225693.0
9195,2014,5,BA,captive,,1780701.0
9196,2014,5,MG,captive,,2416439.0
9197,2014,5,ES,captive,,569132.0
9198,2014,5,RJ,captive,,2653128.0
9199,2014,5,SP,captive,,8081225.0
9200,2014,5,PR,captive,,1988296.0
9201,2014,5,SC,captive,,1454727.0
9202,2014,5,RS,captive,,1984518.0
9203,2014,5,MS,captive,,374754.0
9204,2014,5,MT,captive,,550029.0
9205,2014,5,GO,captive,,959429.0
9206,2014,5,DF,captive,,510951.0
9207,2014,6,RO,captive,,245679.0
9208,2014,6,AC,captive,,69077.0
9209,2014,6,AM,captive,,493025.0
9210,2014,6,RR,captive,,63062.0
9211,2014,6,PA,captive,,645018.0
9212,2014,6,AP,captive,,82739.0
9213,2014,6,TO,captive,,162734.0
9214,2014,6,MA,captive,,456862.0
9215,2014,6,PI,captive,,246283.0
9216,2014,6,CE,captive,,793569.0
9217,2014,6,RN,captive,,354969.0
9218,2014,6,PB,captive,,353371.0
9219,2014,6,PE,captive,,937164.0
9220,2014,6,AL,captive,,375074.0
9221,2014,6,SE,captive,,214516.0
9222,2014,6,BA,captive,,1700801.0
9223,2014,6,MG,captive,,2364109.0
9224,2014,6,ES,captive,,554135.0
9225,2014,6,RJ,captive,,2520996.0
9226,2014,6,SP,captive,,7550278.0
9227,2014,6,PR,captive,,2002677.0
9228,2014,6,SC,captive,,1382349.0
9229,2014,6,RS,captive,,1887198.0
9230,2014,6,MS,captive,,345706.0
9231,2014,6,MT,captive,,530159.0
9232,2014,6,GO,captive,,981036.0
9233,2014,6,DF,captive,,496391.0
9234,2014,7,RO,captive,,240645.0
9235,2014,7,AC,captive,,68936.0
9236,2014,7,AM,captive,,528946.0
9237,2014,7,RR,captive,,61773.0
9238,2014,7,PA,captive,,752372.0
9239,2014,7,AP,captive,,82810.0
9240,2014,7,TO,captive,,167772.0
9241,2014,7,MA,captive,,460331.0
9242,2014,7,PI,captive,,252502.0
9243,2014,7,CE,captive,,829748.0
9244,2014,7,RN,captive,,370342.0
9245,2014,7,PB,captive,,357067.0
9246,2014,7,PE,captive,,911668.0
9247,2014,7,AL,captive,,380639.0
9248,2014,7,SE,captive,,209952.0
9249,2014,7,BA,captive,,1764681.0
9250,2014,7,MG,captive,,2395001.0
9251,2014,7,ES,captive,,528811.0
9252,2014,7,RJ,captive,,2461799.0
9253,2014,7,SP,captive,,7713579.0
9254,2014,7,PR,captive,,1953280.0
9255,2014,7,SC,captive,,1374768.0
9256,2014,7,RS,captive,,1942611.0
9257,2014,7,MS,captive,,353369.0
9258,2014,7,MT,captive,,550037.0
9259,2014,7,GO,captive,,912982.0
9260,2014,7,DF,captive,,484670.0
9261,2014,8,RO,captive,,254644.0
9262,2014,8,AC,captive,,71093.0
9263,2014,8,AM,captive,,547175.0
9264,2014,8,RR,captive,,60610.0
9265,2014,8,PA,captive,,558258.0
9266,2014,8,AP,captive,,86569.0
9267,2014,8,TO,captive,,168311.0
9268,2014,8,MA,captive,,501090.0
9269,2014,8,PI,captive,,259342.0
9270,2014,8,CE,captive,,833713.0
9271,2014,8,RN,captive,,374351.0
9272,2014,8,PB,captive,,344854.0
9273,2014,8,PE,captive,,918448.0
9274,2014,8,AL,captive,,378364.0
9275,2014,8,SE,captive,,210688.0
9276,2014,8,BA,captive,,1769151.0
9277,2014,8,MG,captive,,2400313.0
9278,2014,8,ES,captive,,540296.0
9279,2014,8,RJ,captive,,2346224.0
9280,2014,8,SP,captive,,7913192.0
9281,2014,8,PR,captive,,2045281.0
9282,2014,8,SC,captive,,1425200.0
9283,2014,8,RS,captive,,1982469.0
9284,2014,8,MS,captive,,373287.0
9285,2014,8,MT,captive,,578345.0
9286,2014,8,GO,captive,,1000311.0
9287,2014,8,DF,captive,,515100.0
9288,2014,9,RO,captive,,274545.0
9289,2014,9,AC,captive,,78564.0
9290,2014,9,AM,captive,,569778.0
9291,2014,9,RR,captive,,73435.0
9292,2014,9,PA,captive,,667643.0
9293,2014,9,AP,captive,,93091.0
9294,2014,9,TO,captive,,170587.0
9295,2014,9,MA,captive,,497857.0
9296,2014,9,PI,captive,,275242.0
9297,2014,9,CE,captive,,861144.0
9298,2014,9,RN,captive,,378603.0
9299,2014,9,PB,captive,,357907.0
9300,2014,9,PE,captive,,925259.0
9301,2014,9,AL,captive,,384037.0
9302,2014,9,SE,captive,,215145.0
9303,2014,9,BA,captive,,1786391.0
9304,2014,9,MG,captive,,2387184.0
9305,2014,9,ES,captive,,535638.0
9306,2014,9,RJ,captive,,2539242.0
9307,2014,9,SP,captive,,7964909.0
9308,2014,9,PR,captive,,2077062.0
9309,2014,9,SC,captive,,1370441.0
9310,2014,9,RS,captive,,1923367.0
9311,2014,9,MS,captive,,398090.0
9312,2014,9,MT,captive,,615931.0
9313,2014,9,GO,captive,,1044361.0
9314,2014,9,DF,captive,,512909.0
9315,2014,10,RO,captive,,270758.0
9316,2014,10,AC,captive,,79750.0
9317,2014,10,AM,captive,,559531.0
9318,2014,10,RR,captive,,77060.0
9319,2014,10,PA,captive,,664153.0
9320,2014,10,AP,captive,,91575.0
9321,2014,10,TO,captive,,183426.0
9322,2014,10,MA,captive,,507851.0
9323,2014,10,PI,captive,,287422.0
9324,2014,10,CE,captive,,894805.0
9325,2014,10,RN,captive,,395408.0
9326,2014,10,PB,captive,,361141.0
9327,2014,10,PE,captive,,971333.0
9328,2014,10,AL,captive,,376648.0
9329,2014,10,SE,captive,,215586.0
9330,2014,10,BA,captive,,1852397.0
9331,2014,10,MG,captive,,2531036.0
9332,2014,10,ES,captive,,594014.0
9333,2014,10,RJ,captive,,2768509.0
9334,2014,10,SP,captive,,8374418.0
9335,2014,10,PR,captive,,2093849.0
9336,2014,10,SC,captive,,1454493.0
9337,2014,10,RS,captive,,1949408.0
9338,2014,10,MS,captive,,427781.0
9339,2014,10,MT,captive,,659976.0
9340,2014,10,GO,captive,,1070754.0
9341,2014,10,DF,captive,,545563.0
9342,2014,11,RO,captive,,260277.0
9343,2014,11,AC,captive,,73009.0
9344,2014,11,AM,captive,,544129.0
9345,2014,11,RR,captive,,69559.0
9346,2014,11,PA,captive,,668966.0
9347,2014,11,AP,captive,,93246.0
9348,2014,11,TO,captive,,166499.0
9349,2014,11,MA,captive,,508698.0
9350,2014,11,PI,captive,,248164.0
9351,2014,11,CE,captive,,891665.0
9352,2014,11,RN,captive,,409352.0
9353,2014,11,PB,captive,,373941.0
9354,2014,11,PE,captive,,983428.0
9355,2014,11,AL,captive,,404521.0
9356,2014,11,SE,captive,,225186.0
9357,2014,11,BA,captive,,1832478.0
9358,2014,11,MG,captive,,2590231.0
9359,2014,11,ES,captive,,587252.0
9360,2014,11,RJ,captive,,2798964.0
9361,2014,11,SP,captive,,8591960.0
9362,2014,11,PR,captive,,2219635.0
9363,2014,11,SC,captive,,1556407.0
9364,2014,11,RS,captive,,2052890.0
9365,2014,11,MS,captive,,439328.0
9366,2014,11,MT,captive,,616124.0
9367,2014,11,GO,captive,,1038143.0
9368,2014,11,DF,captive,,548977.0
9369,2014,12,RO,captive,,255930.0
9370,2014,12,AC,captive,,78386.0
9371,2014,12,AM,captive,,528333.0
9372,2014,12,RR,captive,,74493.0
9373,2014,12,PA,captive,,708336.0
9374,2014,12,AP,captive,,89071.0
9375,2014,12,TO,captive,,165236.0
9376,2014,12,MA,captive,,481763.0
9377,2014,12,PI,captive,,266172.0
9378,2014,12,CE,captive,,871134.0
9379,2014,12,RN,captive,,410004.0
9380,2014,12,PB,captive,,370608.0
9381,2014,12,PE,captive,,1011798.0
9382,2014,12,AL,captive,,429758.0
9383,2014,12,SE,captive,,221786.0
9384,2014,12,BA,captive,,1802834.0
9385,2014,12,MG,captive,,2331628.0
9386,2014,12,ES,captive,,574744.0
9387,2014,12,RJ,captive,,2856880.0
9388,2014,12,SP,captive,,8244323.0
9389,2014,12,PR,captive,,2179599.0
9390,2014,12,SC,captive,,1551258.0
9391,2014,12,RS,captive,,2200509.0
9392,2014,12,MS,captive,,421755.0
9393,2014,12,MT,captive,,561192.0
9394,2014,12,GO,captive,,918921.0
9395,2014,12,DF,captive,,507495.0
9396,2015,1,RO,captive,,242029.0
9397,2015,1,AC,captive,,72978.0
9398,2015,1,AM,captive,,524542.0
9399,2015,1,RR,captive,,74457.0
9400,2015,1,PA,captive,,642591.89
9401,2015,1,AP,captive,,88130.0
9402,2015,1,TO,captive,,150931.0
9403,2015,1,MA,captive,,469297.0
9404,2015,1,PI,captive,,266385.0
9405,2015,1,CE,captive,,858850.0
9406,2015,1,RN,captive,,405255.0
9407,2015,1,PB,captive,,389399.0
9408,2015,1,PE,captive,,1003177.0
9409,2015,1,AL,captive,,418979.0
9410,2015,1,SE,captive,,249017.0
9411,2015,1,BA,captive,,1867547.0
9412,2015,1,MG,captive,,2482883.0
9413,2015,1,ES,captive,,651914.0
9414,2015,1,RJ,captive,,3310420.0
9415,2015,1,SP,captive,,8436861.0
9416,2015,1,PR,captive,,2112972.0
9417,2015,1,SC,captive,,1591696.0
9418,2015,1,RS,captive,,2302839.32
9419,2015,1,MS,captive,,439351.0
9420,2015,1,MT,captive,,513618.0
9421,2015,1,GO,captive,,946461.0
9422,2015,1,DF,captive,,514982.0
9423,2015,2,RO,captive,,227869.0
9424,2015,2,AC,captive,,70005.0
9425,2015,2,AM,captive,,485964.0
9426,2015,2,RR,captive,,66881.0
9427,2015,2,PA,captive,,657212.0
9428,2015,2,AP,captive,,84111.0
9429,2015,2,TO,captive,,143495.0
9430,2015,2,MA,captive,,459197.0
9431,2015,2,PI,captive,,246885.0
9432,2015,2,CE,captive,,864354.0
9433,2015,2,RN,captive,,393154.0
9434,2015,2,PB,captive,,385958.0
9435,2015,2,PE,captive,,1009793.0
9436,2015,2,AL,captive,,369793.0
9437,2015,2,SE,captive,,244190.0
9438,2015,2,BA,captive,,1806501.0
9439,2015,2,MG,captive,,2463762.0
9440,2015,2,ES,captive,,639231.0
9441,2015,2,RJ,captive,,3188528.0
9442,2015,2,SP,captive,,8383760.0
9443,2015,2,PR,captive,,2255128.0
9444,2015,2,SC,captive,,1701411.0
9445,2015,2,RS,captive,,2366512.0
9446,2015,2,MS,captive,,433339.0
9447,2015,2,MT,captive,,535341.0
9448,2015,2,GO,captive,,1026349.0
9449,2015,2,DF,captive,,506758.0
9450,2015,3,RO,captive,,240103.0
9451,2015,3,AC,captive,,76442.0
9452,2015,3,AM,captive,,517260.0
9453,2015,3,RR,captive,,76847.0
9454,2015,3,PA,captive,,639059.0
9455,2015,3,AP,captive,,79258.0
9456,2015,3,TO,captive,,155285.0
9457,2015,3,MA,captive,,455444.0
9458,2015,3,PI,captive,,246457.0
9459,2015,3,CE,captive,,795988.0
9460,2015,3,RN,captive,,391045.0
9461,2015,3,PB,captive,,382047.0
9462,2015,3,PE,captive,,996460.0
9463,2015,3,AL,captive,,406603.0
9464,2015,3,SE,captive,,243036.0
9465,2015,3,BA,captive,,1892516.0
9466,2015,3,MG,captive,,2299934.0
9467,2015,3,ES,captive,,631492.0
9468,2015,3,RJ,captive,,3114578.0
9469,2015,3,SP,captive,,7960695.0
9470,2015,3,PR,captive,,2131499.0
9471,2015,3,SC,captive,,1516756.0
9472,2015,3,RS,captive,,2268398.0
9473,2015,3,MS,captive,,421214.0
9474,2015,3,MT,captive,,556375.0
9475,2015,3,GO,captive,,848256.0
9476,2015,3,DF,captive,,475669.0
9477,2015,4,RO,captive,,244841.0
9478,2015,4,AC,captive,,78036.0
9479,2015,4,AM,captive,,508045.0
9480,2015,4,RR,captive,,72466.0
9481,2015,4,PA,captive,,608389.0
9482,2015,4,AP,captive,,82070.0
9483,2015,4,TO,captive,,162055.0
9484,2015,4,MA,captive,,446789.0
9485,2015,4,PI,captive,,246759.0
9486,2015,4,CE,captive,,802910.0
9487,2015,4,RN,captive,,383637.0
9488,2015,4,PB,captive,,369516.0
9489,2015,4,PE,captive,,999903.0
9490,2015,4,AL,captive,,411789.0
9491,2015,4,SE,captive,,243328.0
9492,2015,4,BA,captive,,1861501.0
9493,2015,4,MG,captive,,2382492.0
9494,2015,4,ES,captive,,599255.0
9495,2015,4,RJ,captive,,2876589.0
9496,2015,4,SP,captive,,8019705.0
9497,2015,4,PR,captive,,2145487.0
9498,2015,4,SC,captive,,1558838.0
9499,2015,4,RS,captive,,2146642.0
9500,2015,4,MS,captive,,415392.0
9501,2015,4,MT,captive,,561281.0
9502,2015,4,GO,captive,,910527.0
9503,2015,4,DF,captive,,500960.0
9504,2015,5,RO,captive,,238108.0
9505,2015,5,AC,captive,,74934.0
9506,2015,5,AM,captive,,509000.0
9507,2015,5,RR,captive,,67716.0
9508,2015,5,PA,captive,,637939.0
9509,2015,5,AP,captive,,80702.0
9510,2015,5,TO,captive,,160726.0
9511,2015,5,MA,captive,,470511.0
9512,2015,5,PI,captive,,255961.0
9513,2015,5,CE,captive,,837632.0
9514,2015,5,RN,captive,,401418.0
9515,2015,5,PB,captive,,372511.0
9516,2015,5,PE,captive,,1034030.0
9517,2015,5,AL,captive,,385798.0
9518,2015,5,SE,captive,,230137.0
9519,2015,5,BA,captive,,1826435.0
9520,2015,5,MG,captive,,2260657.0
9521,2015,5,ES,captive,,563561.0
9522,2015,5,RJ,captive,,2640599.0
9523,2015,5,SP,captive,,7662926.0
9524,2015,5,PR,captive,,2009831.0
9525,2015,5,SC,captive,,1411284.0
9526,2015,5,RS,captive,,1899405.0
9527,2015,5,MS,captive,,376023.0
9528,2015,5,MT,captive,,540525.0
9529,2015,5,GO,captive,,979391.0
9530,2015,5,DF,captive,,501299.0
9531,2015,6,RO,captive,,247787.0
9532,2015,6,AC,captive,,77745.0
9533,2015,6,AM,captive,,504937.0
9534,2015,6,RR,captive,,64979.0
9535,2015,6,PA,captive,,621217.0
9536,2015,6,AP,captive,,83404.0
9537,2015,6,TO,captive,,173075.0
9538,2015,6,MA,captive,,479722.0
