,year,month,uf_acronym,type,number_of_consumers,consumption
0,2004,1,RO,total,,112812.0
1,2004,1,AC,total,,34840.05
2,2004,1,AM,total,,274773.0
3,2004,1,RR,total,,31695.63
4,2004,1,PA,total,,1011353.04
5,2004,1,AP,total,,43084.0
6,2004,1,TO,total,,65876.62
7,2004,1,MA,total,,737033.3
8,2004,1,PI,total,,131052.0
9,2004,1,CE,total,,518714.0
10,2004,1,RN,total,,268614.11
11,2004,1,PB,total,,236448.97
12,2004,1,PE,total,,643102.49
13,2004,1,AL,total,,285489.0
14,2004,1,SE,total,,192207.02
15,2004,1,BA,total,,1444451.49
16,2004,1,MG,total,,3732811.24
17,2004,1,ES,total,,607655.14
18,2004,1,RJ,total,,2612753.07
19,2004,1,SP,total,,7976304.95
20,2004,1,PR,total,,1596274.29
21,2004,1,SC,total,,1132926.27
22,2004,1,RS,total,,1780912.48
23,2004,1,MS,total,,272917.41
24,2004,1,MT,total,,292173.45
25,2004,1,GO,total,,630624.0
26,2004,1,DF,total,,311459.0
27,2004,2,RO,total,,105806.0
28,2004,2,AC,total,,33050.33
29,2004,2,AM,total,,278429.72
30,2004,2,RR,total,,30802.28
31,2004,2,PA,total,,967109.34
32,2004,2,AP,total,,28944.0
33,2004,2,TO,total,,63306.92
34,2004,2,MA,total,,694591.8
35,2004,2,PI,total,,110758.0
36,2004,2,CE,total,,469181.31
37,2004,2,RN,total,,233950.88
38,2004,2,PB,total,,226289.39
39,2004,2,PE,total,,612231.66
40,2004,2,AL,total,,266555.0
41,2004,2,SE,total,,182026.13
42,2004,2,BA,total,,1344183.83
43,2004,2,MG,total,,3582369.94
44,2004,2,ES,total,,583260.07
45,2004,2,RJ,total,,2630033.87
46,2004,2,SP,total,,7919049.63
47,2004,2,PR,total,,1635576.04
48,2004,2,SC,total,,1230305.38
49,2004,2,RS,total,,1824346.44
50,2004,2,MS,total,,270613.42
51,2004,2,MT,total,,296942.39
52,2004,2,GO,total,,602529.0
53,2004,2,DF,total,,285928.0
54,2004,3,RO,total,,106668.0
55,2004,3,AC,total,,33858.03
56,2004,3,AM,total,,270420.0
57,2004,3,RR,total,,30275.52
58,2004,3,PA,total,,1022952.89
59,2004,3,AP,total,,42451.0
60,2004,3,TO,total,,67551.25
61,2004,3,MA,total,,743086.2
62,2004,3,PI,total,,112344.0
63,2004,3,CE,total,,508966.11
64,2004,3,RN,total,,257966.1
65,2004,3,PB,total,,242215.12
66,2004,3,PE,total,,658774.05
67,2004,3,AL,total,,259855.0
68,2004,3,SE,total,,195611.08
69,2004,3,BA,total,,1393925.45
70,2004,3,MG,total,,3605412.32
71,2004,3,ES,total,,599525.0
72,2004,3,RJ,total,,2582060.82
73,2004,3,SP,total,,8116797.54
74,2004,3,PR,total,,1656643.76
75,2004,3,SC,total,,1300745.9
76,2004,3,RS,total,,1941380.74
77,2004,3,MS,total,,278720.54
78,2004,3,MT,total,,332886.99
79,2004,3,GO,total,,622783.0
80,2004,3,DF,total,,300453.0
81,2004,4,RO,total,,107580.0
82,2004,4,AC,total,,34961.02
83,2004,4,AM,total,,279044.7
84,2004,4,RR,total,,33035.03
85,2004,4,PA,total,,1032233.03
86,2004,4,AP,total,,40234.0
87,2004,4,TO,total,,71774.33
88,2004,4,MA,total,,728379.0
89,2004,4,PI,total,,123168.0
90,2004,4,CE,total,,523200.12
91,2004,4,RN,total,,264504.74
92,2004,4,PB,total,,235364.14
93,2004,4,PE,total,,674646.39
94,2004,4,AL,total,,289626.0
95,2004,4,SE,total,,204065.06
96,2004,4,BA,total,,1419046.03
97,2004,4,MG,total,,3668628.56
98,2004,4,ES,total,,583307.17
99,2004,4,RJ,total,,2626340.44
100,2004,4,SP,total,,8623046.79
101,2004,4,PR,total,,1691910.14
102,2004,4,SC,total,,1215161.08
103,2004,4,RS,total,,1966239.92
104,2004,4,MS,total,,290653.111
105,2004,4,MT,total,,353039.55
106,2004,4,GO,total,,644083.0
107,2004,4,DF,total,,322911.0
108,2004,5,RO,total,,112115.8
109,2004,5,AC,total,,29766.47
110,2004,5,AM,total,,283866.0
111,2004,5,RR,total,,28944.36
112,2004,5,PA,total,,1057805.52
113,2004,5,AP,total,,38522.0
114,2004,5,TO,total,,74458.77
115,2004,5,MA,total,,751060.16
116,2004,5,PI,total,,121261.0
117,2004,5,CE,total,,501515.0
118,2004,5,RN,total,,258761.56
119,2004,5,PB,total,,234298.81
120,2004,5,PE,total,,649438.38
121,2004,5,AL,total,,284219.0
122,2004,5,SE,total,,186831.22
123,2004,5,BA,total,,1436199.39
124,2004,5,MG,total,,3692795.02
125,2004,5,ES,total,,586400.86
126,2004,5,RJ,total,,2530944.98
127,2004,5,SP,total,,8096487.86
128,2004,5,PR,total,,1656608.65
129,2004,5,SC,total,,1223449.92
130,2004,5,RS,total,,1842967.59
131,2004,5,MS,total,,267345.28
132,2004,5,MT,total,,328933.88
133,2004,5,GO,total,,654000.0
134,2004,5,DF,total,,315509.0
135,2004,6,RO,total,,107816.5
136,2004,6,AC,total,,32048.6
137,2004,6,AM,total,,285251.0
138,2004,6,RR,total,,29531.8
139,2004,6,PA,total,,1067141.38
140,2004,6,AP,total,,41854.0
141,2004,6,TO,total,,77738.63
142,2004,6,MA,total,,730462.0
143,2004,6,PI,total,,122482.0
144,2004,6,CE,total,,511009.0
145,2004,6,RN,total,,263985.24
146,2004,6,PB,total,,236512.27
147,2004,6,PE,total,,642487.26
148,2004,6,AL,total,,284384.0
149,2004,6,SE,total,,193240.77
150,2004,6,BA,total,,1424739.2
151,2004,6,MG,total,,3769021.14
152,2004,6,ES,total,,571593.44
153,2004,6,RJ,total,,2366320.42
154,2004,6,SP,total,,8191582.41
155,2004,6,PR,total,,1621652.0
156,2004,6,SC,total,,1160112.93
157,2004,6,RS,total,,1774798.63
158,2004,6,MS,total,,251956.73
159,2004,6,MT,total,,328386.13
160,2004,6,GO,total,,687091.0
161,2004,6,DF,total,,309763.0
162,2004,7,RO,total,,108589.0
163,2004,7,AC,total,,33659.7
164,2004,7,AM,total,,295884.0
165,2004,7,RR,total,,28212.49
166,2004,7,PA,total,,1083198.64
167,2004,7,AP,total,,40924.0
168,2004,7,TO,total,,74534.74
169,2004,7,MA,total,,741749.91
170,2004,7,PI,total,,120148.2
171,2004,7,CE,total,,495416.0
172,2004,7,RN,total,,249242.91
173,2004,7,PB,total,,235539.26
174,2004,7,PE,total,,619249.73
175,2004,7,AL,total,,282241.0
176,2004,7,SE,total,,197780.39
177,2004,7,BA,total,,1434806.72
178,2004,7,MG,total,,3739868.62
179,2004,7,ES,total,,585851.57
180,2004,7,RJ,total,,2466119.02
181,2004,7,SP,total,,8302446.25
182,2004,7,PR,total,,1621327.49
183,2004,7,SC,total,,1195777.68
184,2004,7,RS,total,,1781687.72
185,2004,7,MS,total,,251231.95
186,2004,7,MT,total,,353610.68
187,2004,7,GO,total,,688157.0
188,2004,7,DF,total,,318750.0
189,2004,8,RO,total,,110858.0
190,2004,8,AC,total,,34837.46
191,2004,8,AM,total,,296649.53
192,2004,8,RR,total,,28722.61
193,2004,8,PA,total,,1138723.5
194,2004,8,AP,total,,41429.0
195,2004,8,TO,total,,78675.79
196,2004,8,MA,total,,757367.1
197,2004,8,PI,total,,123974.0
198,2004,8,CE,total,,531184.82
199,2004,8,RN,total,,262303.05
200,2004,8,PB,total,,233748.43
201,2004,8,PE,total,,634549.38
202,2004,8,AL,total,,281415.0
203,2004,8,SE,total,,193385.83
204,2004,8,BA,total,,1420586.98
205,2004,8,MG,total,,3803148.93
206,2004,8,ES,total,,589390.09
207,2004,8,RJ,total,,2407957.82
208,2004,8,SP,total,,8389078.03
209,2004,8,PR,total,,1658482.09
210,2004,8,SC,total,,1212734.2
211,2004,8,RS,total,,1781966.15
212,2004,8,MS,total,,270452.77
213,2004,8,MT,total,,344131.23
214,2004,8,GO,total,,716152.0
215,2004,8,DF,total,,314954.0
216,2004,9,RO,total,,116058.0
217,2004,9,AC,total,,36879.8
218,2004,9,AM,total,,308616.48
219,2004,9,RR,total,,29796.91
220,2004,9,PA,total,,1069492.02
221,2004,9,AP,total,,44138.0
222,2004,9,TO,total,,82175.33
223,2004,9,MA,total,,745555.45
224,2004,9,PI,total,,135732.0
225,2004,9,CE,total,,564012.76
226,2004,9,RN,total,,265269.31
227,2004,9,PB,total,,245145.6
228,2004,9,PE,total,,681675.94
229,2004,9,AL,total,,279917.0
230,2004,9,SE,total,,195500.37
231,2004,9,BA,total,,1457221.91
232,2004,9,MG,total,,3895351.63
233,2004,9,ES,total,,598050.52
234,2004,9,RJ,total,,2494812.2
235,2004,9,SP,total,,8605471.39
236,2004,9,PR,total,,1696237.39
237,2004,9,SC,total,,1190300.78
238,2004,9,RS,total,,1767873.41
239,2004,9,MS,total,,270627.76
240,2004,9,MT,total,,364076.28
241,2004,9,GO,total,,750537.0
242,2004,9,DF,total,,341926.0
243,2004,10,RO,total,,120268.0
244,2004,10,AC,total,,36948.04
245,2004,10,AM,total,,319945.58
246,2004,10,RR,total,,31634.27
247,2004,10,PA,total,,1090780.43
248,2004,10,AP,total,,46695.0
249,2004,10,TO,total,,77895.43
250,2004,10,MA,total,,786961.35
251,2004,10,PI,total,,135439.0
252,2004,10,CE,total,,553697.64
253,2004,10,RN,total,,276664.49
254,2004,10,PB,total,,253093.51
255,2004,10,PE,total,,687210.59
256,2004,10,AL,total,,290729.0
257,2004,10,SE,total,,200142.81
258,2004,10,BA,total,,1473942.6
259,2004,10,MG,total,,3885073.22
260,2004,10,ES,total,,609691.62
261,2004,10,RJ,total,,2567499.56
262,2004,10,SP,total,,8777612.76
263,2004,10,PR,total,,1669722.79
264,2004,10,SC,total,,1192551.25
265,2004,10,RS,total,,1728423.46
266,2004,10,MS,total,,278831.72
267,2004,10,MT,total,,362464.59
268,2004,10,GO,total,,746582.59
269,2004,10,DF,total,,355619.64
270,2004,11,RO,total,,119959.0
271,2004,11,AC,total,,38066.13
272,2004,11,AM,total,,310684.18
273,2004,11,RR,total,,33054.71
274,2004,11,PA,total,,1097026.84
275,2004,11,AP,total,,46641.0
276,2004,11,TO,total,,74206.6
277,2004,11,MA,total,,745748.48
278,2004,11,PI,total,,138289.0
279,2004,11,CE,total,,575825.51
280,2004,11,RN,total,,293826.36
281,2004,11,PB,total,,253953.47
282,2004,11,PE,total,,705356.9
283,2004,11,AL,total,,289596.0
284,2004,11,SE,total,,210695.1
285,2004,11,BA,total,,1495174.01
286,2004,11,MG,total,,4019478.06
287,2004,11,ES,total,,604979.17
288,2004,11,RJ,total,,2572550.23
289,2004,11,SP,total,,8607786.72
290,2004,11,PR,total,,1684955.57
291,2004,11,SC,total,,1222754.73
292,2004,11,RS,total,,1621708.93
293,2004,11,MS,total,,272868.24
294,2004,11,MT,total,,346869.63
295,2004,11,GO,total,,649537.37
296,2004,11,DF,total,,335532.11
297,2004,12,RO,total,,116378.0
298,2004,12,AC,total,,36879.95
299,2004,12,AM,total,,321545.42
300,2004,12,RR,total,,34181.8
301,2004,12,PA,total,,1110612.54
302,2004,12,AP,total,,46518.0
303,2004,12,TO,total,,74505.15
304,2004,12,MA,total,,757937.77
305,2004,12,PI,total,,132442.0
306,2004,12,CE,total,,575617.59
307,2004,12,RN,total,,300457.75
308,2004,12,PB,total,,258616.45
309,2004,12,PE,total,,730310.7
310,2004,12,AL,total,,296464.0
311,2004,12,SE,total,,214853.76
312,2004,12,BA,total,,1503809.7
313,2004,12,MG,total,,3914811.72
314,2004,12,ES,total,,614381.18
315,2004,12,RJ,total,,2677810.94
316,2004,12,SP,total,,8543644.11
317,2004,12,PR,total,,1683515.15
318,2004,12,SC,total,,1221422.93
319,2004,12,RS,total,,1760276.28
320,2004,12,MS,total,,286730.51
321,2004,12,MT,total,,344088.28
322,2004,12,GO,total,,658675.73
323,2004,12,DF,total,,345619.02
324,2005,1,RO,total,,116926.0
325,2005,1,AC,total,,36639.0
326,2005,1,AM,total,,299782.72
327,2005,1,RR,total,,32339.61
328,2005,1,PA,total,,1083695.22
329,2005,1,AP,total,,46518.0
330,2005,1,TO,total,,71638.03
331,2005,1,MA,total,,756950.33
332,2005,1,PI,total,,136669.0
333,2005,1,CE,total,,563304.02
334,2005,1,RN,total,,286725.74
335,2005,1,PB,total,,261435.67
336,2005,1,PE,total,,728644.46
337,2005,1,AL,total,,309966.34
338,2005,1,SE,total,,210817.91
339,2005,1,BA,total,,1520662.46
340,2005,1,MG,total,,3824588.18
341,2005,1,ES,total,,631196.92
342,2005,1,RJ,total,,2757857.94
343,2005,1,SP,total,,8304845.29
344,2005,1,PR,total,,1636130.75
345,2005,1,SC,total,,1214278.92
346,2005,1,RS,total,,1959006.52
347,2005,1,MS,total,,284291.181
348,2005,1,MT,total,,311955.86
349,2005,1,GO,total,,651985.92
350,2005,1,DF,total,,336585.45
351,2005,2,RO,total,,109653.0
352,2005,2,AC,total,,35531.83
353,2005,2,AM,total,,289645.34
354,2005,2,RR,total,,31152.73
355,2005,2,PA,total,,1035911.59
356,2005,2,AP,total,,46420.0
357,2005,2,TO,total,,70809.88
358,2005,2,MA,total,,698107.21
359,2005,2,PI,total,,125819.0
360,2005,2,CE,total,,544337.13
361,2005,2,RN,total,,281224.36
362,2005,2,PB,total,,246418.34
363,2005,2,PE,total,,687891.56
364,2005,2,AL,total,,299491.17
365,2005,2,SE,total,,200082.32
366,2005,2,BA,total,,1442667.02
367,2005,2,MG,total,,3749508.55
368,2005,2,ES,total,,598997.15
369,2005,2,RJ,total,,2588172.18
370,2005,2,SP,total,,8220376.98
371,2005,2,PR,total,,1673422.71
372,2005,2,SC,total,,1294827.79
373,2005,2,RS,total,,1998335.36
374,2005,2,MS,total,,267508.95
375,2005,2,MT,total,,332028.4
376,2005,2,GO,total,,646489.61
377,2005,2,DF,total,,323650.81
378,2005,3,RO,total,,116662.0
379,2005,3,AC,total,,37499.67
380,2005,3,AM,total,,289247.04
381,2005,3,RR,total,,30294.34
382,2005,3,PA,total,,1076644.0
383,2005,3,AP,total,,46502.0
384,2005,3,TO,total,,72748.48
385,2005,3,MA,total,,755229.71
386,2005,3,PI,total,,120198.0
387,2005,3,CE,total,,559221.14
388,2005,3,RN,total,,284825.7
389,2005,3,PB,total,,260803.84
390,2005,3,PE,total,,752498.0
391,2005,3,AL,total,,305007.01
392,2005,3,SE,total,,215087.18
393,2005,3,BA,total,,1439330.91
394,2005,3,MG,total,,3686301.9
395,2005,3,ES,total,,638275.45
396,2005,3,RJ,total,,2658663.97
397,2005,3,SP,total,,8533406.55
398,2005,3,PR,total,,1723700.08
399,2005,3,SC,total,,1321788.7
400,2005,3,RS,total,,2024384.43
401,2005,3,MS,total,,300899.289
402,2005,3,MT,total,,370910.33
403,2005,3,GO,total,,650791.23
404,2005,3,DF,total,,327710.56
405,2005,4,RO,total,,115809.0
406,2005,4,AC,total,,34285.9
407,2005,4,AM,total,,296436.19
408,2005,4,RR,total,,32622.68
409,2005,4,PA,total,,1051344.77
410,2005,4,AP,total,,46488.0
411,2005,4,TO,total,,74899.97
412,2005,4,MA,total,,723070.79
413,2005,4,PI,total,,122269.0
414,2005,4,CE,total,,550633.39
415,2005,4,RN,total,,289515.51
416,2005,4,PB,total,,262054.23
417,2005,4,PE,total,,724658.1
418,2005,4,AL,total,,309318.63
419,2005,4,SE,total,,215037.36
420,2005,4,BA,total,,1478858.47
421,2005,4,MG,total,,3952141.13
422,2005,4,ES,total,,634949.14
423,2005,4,RJ,total,,2854588.52
424,2005,4,SP,total,,8862728.81
425,2005,4,PR,total,,1791900.96
426,2005,4,SC,total,,1325591.97
427,2005,4,RS,total,,1879515.21
428,2005,4,MS,total,,307086.05
429,2005,4,MT,total,,376985.07
430,2005,4,GO,total,,706733.06
431,2005,4,DF,total,,335980.0
432,2005,5,RO,total,,117752.0
433,2005,5,AC,total,,34663.76
434,2005,5,AM,total,,297431.24
435,2005,5,RR,total,,30139.31
436,2005,5,PA,total,,1088058.32
437,2005,5,AP,total,,44046.26
438,2005,5,TO,total,,77317.69
439,2005,5,MA,total,,761257.91
440,2005,5,PI,total,,127469.0
441,2005,5,CE,total,,559737.61
442,2005,5,RN,total,,294997.67
443,2005,5,PB,total,,256928.2
444,2005,5,PE,total,,708030.11
445,2005,5,AL,total,,302801.0
446,2005,5,SE,total,,207359.35
447,2005,5,BA,total,,1520019.83
448,2005,5,MG,total,,3770817.36
449,2005,5,ES,total,,629676.33
450,2005,5,RJ,total,,2668163.24
451,2005,5,SP,total,,8513306.5
452,2005,5,PR,total,,1712425.68
453,2005,5,SC,total,,1263147.57
454,2005,5,RS,total,,1824247.33
455,2005,5,MS,total,,290130.14
456,2005,5,MT,total,,366865.72
457,2005,5,GO,total,,692305.12
458,2005,5,DF,total,,323056.36
459,2005,6,RO,total,,119882.0
460,2005,6,AC,total,,38933.6
461,2005,6,AM,total,,310960.75
462,2005,6,RR,total,,29714.09
463,2005,6,PA,total,,1070248.97
464,2005,6,AP,total,,44513.0
465,2005,6,TO,total,,78035.55
466,2005,6,MA,total,,762777.0
467,2005,6,PI,total,,130358.0
468,2005,6,CE,total,,546498.7
469,2005,6,RN,total,,275820.23
470,2005,6,PB,total,,245076.92
471,2005,6,PE,total,,667440.02
472,2005,6,AL,total,,289531.8
473,2005,6,SE,total,,210641.01
474,2005,6,BA,total,,1447071.15
475,2005,6,MG,total,,3717822.1
476,2005,6,ES,total,,628663.9
477,2005,6,RJ,total,,2640653.24
478,2005,6,SP,total,,8646727.75
479,2005,6,PR,total,,1698767.05
480,2005,6,SC,total,,1253765.33
481,2005,6,RS,total,,1807791.41
482,2005,6,MS,total,,269369.27
483,2005,6,MT,total,,369295.54
484,2005,6,GO,total,,687207.52
485,2005,6,DF,total,,338616.02
486,2005,7,RO,total,,123359.0
487,2005,7,AC,total,,37976.61
488,2005,7,AM,total,,317580.81
489,2005,7,RR,total,,29958.3
490,2005,7,PA,total,,1086133.84
491,2005,7,AP,total,,44573.0
492,2005,7,TO,total,,79336.22
493,2005,7,MA,total,,769694.34
494,2005,7,PI,total,,132847.0
495,2005,7,CE,total,,549962.27
496,2005,7,RN,total,,292472.34
497,2005,7,PB,total,,247285.54
498,2005,7,PE,total,,646352.4
499,2005,7,AL,total,,290315.09
500,2005,7,SE,total,,200148.48
501,2005,7,BA,total,,1514701.02
502,2005,7,MG,total,,3711710.0
503,2005,7,ES,total,,622957.49
504,2005,7,RJ,total,,2544681.6
505,2005,7,SP,total,,8629769.35
506,2005,7,PR,total,,1666263.51
507,2005,7,SC,total,,1254671.22
508,2005,7,RS,total,,1803627.33
509,2005,7,MS,total,,260204.37
510,2005,7,MT,total,,371866.73
511,2005,7,GO,total,,751589.77
512,2005,7,DF,total,,342279.49
513,2005,8,RO,total,,115911.0
514,2005,8,AC,total,,36379.86
515,2005,8,AM,total,,322775.98
516,2005,8,RR,total,,29800.85
517,2005,8,PA,total,,1093866.17
518,2005,8,AP,total,,43866.0
519,2005,8,TO,total,,82857.45
520,2005,8,MA,total,,786400.85
521,2005,8,PI,total,,131931.0
522,2005,8,CE,total,,582136.03
523,2005,8,RN,total,,292479.19
524,2005,8,PB,total,,254729.33
525,2005,8,PE,total,,682357.89
526,2005,8,AL,total,,308549.37
527,2005,8,SE,total,,199759.59
528,2005,8,BA,total,,1501307.31
529,2005,8,MG,total,,3919031.48
530,2005,8,ES,total,,636703.58
531,2005,8,RJ,total,,2593486.44
532,2005,8,SP,total,,8689295.13
533,2005,8,PR,total,,1696737.65
534,2005,8,SC,total,,1256271.55
535,2005,8,RS,total,,1790649.79
536,2005,8,MS,total,,260890.629
537,2005,8,MT,total,,362958.1
538,2005,8,GO,total,,752015.59
539,2005,8,DF,total,,341207.0
540,2005,9,RO,total,,122495.0
541,2005,9,AC,total,,39859.92
542,2005,9,AM,total,,338804.21
543,2005,9,RR,total,,32703.07
544,2005,9,PA,total,,1080809.62
545,2005,9,AP,total,,51104.5
546,2005,9,TO,total,,86384.48
547,2005,9,MA,total,,769461.86
548,2005,9,PI,total,,143183.0
549,2005,9,CE,total,,578428.83
550,2005,9,RN,total,,295852.36
551,2005,9,PB,total,,258094.17
552,2005,9,PE,total,,696510.6
553,2005,9,AL,total,,307224.06
554,2005,9,SE,total,,209592.59
555,2005,9,BA,total,,1505433.38
556,2005,9,MG,total,,4037669.62
557,2005,9,ES,total,,645068.81
558,2005,9,RJ,total,,2780127.96
559,2005,9,SP,total,,8929122.44
560,2005,9,PR,total,,1702889.06
561,2005,9,SC,total,,1220737.63
562,2005,9,RS,total,,1730504.55
563,2005,9,MS,total,,273153.96
564,2005,9,MT,total,,381699.58
565,2005,9,GO,total,,764605.82
566,2005,9,DF,total,,353607.0
567,2005,10,RO,total,,124693.0
568,2005,10,AC,total,,41717.17
569,2005,10,AM,total,,332436.19
570,2005,10,RR,total,,32953.53
571,2005,10,PA,total,,1131542.87
572,2005,10,AP,total,,50480.52
573,2005,10,TO,total,,82355.13
574,2005,10,MA,total,,792654.91
575,2005,10,PI,total,,148761.0
576,2005,10,CE,total,,595935.95
577,2005,10,RN,total,,302204.79
578,2005,10,PB,total,,266631.89
579,2005,10,PE,total,,724671.8
580,2005,10,AL,total,,275948.0
581,2005,10,SE,total,,222470.45
582,2005,10,BA,total,,1520260.39
583,2005,10,MG,total,,3843654.16
584,2005,10,ES,total,,652504.3
585,2005,10,RJ,total,,2637308.45
586,2005,10,SP,total,,8941381.64
587,2005,10,PR,total,,1702747.94
588,2005,10,SC,total,,1244189.35
589,2005,10,RS,total,,1721825.06
590,2005,10,MS,total,,270465.99
591,2005,10,MT,total,,364609.75
592,2005,10,GO,total,,752864.82
593,2005,10,DF,total,,368043.0
594,2005,11,RO,total,,127387.0
595,2005,11,AC,total,,42666.85
596,2005,11,AM,total,,334370.91
597,2005,11,RR,total,,36234.55
598,2005,11,PA,total,,1118779.81
599,2005,11,AP,total,,48561.8
600,2005,11,TO,total,,79685.82
601,2005,11,MA,total,,785051.38
602,2005,11,PI,total,,149440.0
603,2005,11,CE,total,,598470.52
604,2005,11,RN,total,,311057.05
605,2005,11,PB,total,,273756.01
606,2005,11,PE,total,,735154.11
607,2005,11,AL,total,,327416.0
608,2005,11,SE,total,,226572.43
609,2005,11,BA,total,,1512473.64
610,2005,11,MG,total,,3891791.34
611,2005,11,ES,total,,641410.78
612,2005,11,RJ,total,,2714012.28
613,2005,11,SP,total,,8842228.52
614,2005,11,PR,total,,1735832.7
615,2005,11,SC,total,,1246288.09
616,2005,11,RS,total,,1766221.64
617,2005,11,MS,total,,278946.41
618,2005,11,MT,total,,359360.43
619,2005,11,GO,total,,742612.37
620,2005,11,DF,total,,361834.78
621,2005,12,RO,total,,128797.0
622,2005,12,AC,total,,41224.35
623,2005,12,AM,total,,315160.26
624,2005,12,RR,total,,31643.83
625,2005,12,PA,total,,1130731.7
626,2005,12,AP,total,,50835.42
627,2005,12,TO,total,,75875.86
628,2005,12,MA,total,,859749.86
629,2005,12,PI,total,,144734.0
630,2005,12,CE,total,,595021.39
631,2005,12,RN,total,,328161.22
632,2005,12,PB,total,,267609.31
633,2005,12,PE,total,,743785.01
634,2005,12,AL,total,,314279.0
635,2005,12,SE,total,,225130.43
636,2005,12,BA,total,,1526993.68
637,2005,12,MG,total,,3887556.06
638,2005,12,ES,total,,645852.51
639,2005,12,RJ,total,,2789956.28
640,2005,12,SP,total,,8793529.42
641,2005,12,PR,total,,1734920.96
642,2005,12,SC,total,,1275985.03
643,2005,12,RS,total,,1937836.89
644,2005,12,MS,total,,283976.42
645,2005,12,MT,total,,352507.85
646,2005,12,GO,total,,672949.33
647,2005,12,DF,total,,350343.0
648,2006,1,RO,total,,122877.0
649,2006,1,AC,total,,39805.14
650,2006,1,AM,total,,298209.95
651,2006,1,RR,total,,30879.22
652,2006,1,PA,total,,1115851.17
653,2006,1,AP,total,,46759.86
654,2006,1,TO,total,,73549.52
655,2006,1,MA,total,,815423.59
656,2006,1,PI,total,,135330.0
657,2006,1,CE,total,,595421.01
658,2006,1,RN,total,,292111.17
659,2006,1,PB,total,,269455.44
660,2006,1,PE,total,,736715.33
661,2006,1,AL,total,,306138.52
662,2006,1,SE,total,,219440.4
663,2006,1,BA,total,,1543146.41
664,2006,1,MG,total,,3708988.21
665,2006,1,ES,total,,657079.75
666,2006,1,RJ,total,,2688250.37
667,2006,1,SP,total,,8641301.88
668,2006,1,PR,total,,1750081.32
669,2006,1,SC,total,,1238641.65
670,2006,1,RS,total,,1938876.8
671,2006,1,MS,total,,279925.76
672,2006,1,MT,total,,322865.04
673,2006,1,GO,total,,678989.95
674,2006,1,DF,total,,334796.16
675,2006,2,RO,total,,116242.0
676,2006,2,AC,total,,39150.57
677,2006,2,AM,total,,304794.69
678,2006,2,RR,total,,31221.04
679,2006,2,PA,total,,1033671.9
680,2006,2,AP,total,,46371.39
681,2006,2,TO,total,,74900.31
682,2006,2,MA,total,,756882.89
683,2006,2,PI,total,,130490.0
684,2006,2,CE,total,,567170.59
685,2006,2,RN,total,,298099.11
686,2006,2,PB,total,,265295.62
687,2006,2,PE,total,,695496.39
688,2006,2,AL,total,,304670.45
689,2006,2,SE,total,,215680.88
690,2006,2,BA,total,,1470255.15
691,2006,2,MG,total,,3696699.7
692,2006,2,ES,total,,669631.94
693,2006,2,RJ,total,,2868408.51
694,2006,2,SP,total,,8944077.47
695,2006,2,PR,total,,1774675.76
696,2006,2,SC,total,,1360618.68
697,2006,2,RS,total,,2051927.89
698,2006,2,MS,total,,282430.6
699,2006,2,MT,total,,352411.09
700,2006,2,GO,total,,684590.71
701,2006,2,DF,total,,347621.17
702,2006,3,RO,total,,120809.0
703,2006,3,AC,total,,39284.59
704,2006,3,AM,total,,302554.01
705,2006,3,RR,total,,31184.04
706,2006,3,PA,total,,1126979.05
707,2006,3,AP,total,,45138.0
708,2006,3,TO,total,,75111.26
709,2006,3,MA,total,,815146.96
710,2006,3,PI,total,,125245.0
711,2006,3,CE,total,,561689.25
712,2006,3,RN,total,,317714.59
713,2006,3,PB,total,,270569.92
714,2006,3,PE,total,,769090.59
715,2006,3,AL,total,,326531.43
716,2006,3,SE,total,,226488.55
717,2006,3,BA,total,,1563545.59
718,2006,3,MG,total,,3621786.53
719,2006,3,ES,total,,700442.11
720,2006,3,RJ,total,,2769129.76
721,2006,3,SP,total,,9181858.35
722,2006,3,PR,total,,1765044.25
723,2006,3,SC,total,,1419444.3
724,2006,3,RS,total,,2027020.84
725,2006,3,MS,total,,290346.64
726,2006,3,MT,total,,372387.52
727,2006,3,GO,total,,685898.83
728,2006,3,DF,total,,347386.77
729,2006,4,RO,total,,121517.0
730,2006,4,AC,total,,41205.67
731,2006,4,AM,total,,315254.42
732,2006,4,RR,total,,30199.04
733,2006,4,PA,total,,1101862.77
734,2006,4,AP,total,,48462.0
735,2006,4,TO,total,,75152.49
736,2006,4,MA,total,,823687.19
737,2006,4,PI,total,,128022.0
738,2006,4,CE,total,,555420.33
739,2006,4,RN,total,,296291.34
740,2006,4,PB,total,,272794.66
741,2006,4,PE,total,,736370.8
742,2006,4,AL,total,,325870.57
743,2006,4,SE,total,,223170.49
744,2006,4,BA,total,,1494710.99
745,2006,4,MG,total,,3808440.19
746,2006,4,ES,total,,669347.03
747,2006,4,RJ,total,,2816916.29
748,2006,4,SP,total,,9199514.92
749,2006,4,PR,total,,1799544.01
750,2006,4,SC,total,,1334744.73
751,2006,4,RS,total,,1928254.13
752,2006,4,MS,total,,295096.35
753,2006,4,MT,total,,369401.45
754,2006,4,GO,total,,701304.11
755,2006,4,DF,total,,375398.04
756,2006,5,RO,total,,117740.0
757,2006,5,AC,total,,38259.49
758,2006,5,AM,total,,314094.47
759,2006,5,RR,total,,31517.0
760,2006,5,PA,total,,1127802.36
761,2006,5,AP,total,,45702.0
